Station_ID,Station Latitude (°N),Station Longitude (°E),Event Date,Event Mag,Event Latitude (°N),Event Longitude (°E),Event Depth (km),Strike (°),Dip (°),Rake (°),Total Displacement [mm],dE [mm],dN [mm],dH [mm],ux [m],uy [m],uz [m],uxx,uxy,uyx,uyy,uzx,uzy
ANKY,35.8669629685,23.301054802299973,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,17.52932280521904,1.4827540469457938,-16.815330713286432,-4.724748823868206,-0.0162298351464854,0.004641805433108473,-0.004724748823868205,7.855894678398968e-07,-1.76306348415986e-08,-2.9495529755183564e-07,-3.0247739102051017e-07,3.059723244129669e-07,-1.8808494789810562e-08
ANOP,35.2179647681,24.095992169999988,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,3.3932850858620607,-3.2501221512882688,0.5010783665786384,-0.8366660900180525,0.001632536566307945,0.0028546799973754085,-0.0008366660900180525,9.563185458440593e-08,1.345988533635932e-08,2.1587228365187752e-07,-2.247162265973535e-08,-5.185768393876657e-08,-1.322820977697676e-08
GVDS,34.8314719014,24.08120616039997,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,1.5823065604174824,1.133074556874002,-1.1031490312847365,0.05383599614138635,-0.0014359359487456655,-0.0006624829716751625,5.383599614138635e-05,-1.1484487408110379e-08,-7.764760205718767e-08,-1.137949171083631e-08,-2.5222687944294395e-08,2.172478021278111e-09,1.2355608680315471e-08
KAPS,36.1428491112,22.99968458759997,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,3.161260245913271,0.9977709471560731,-2.9258111006286724,-0.6615503630419565,-0.0030890491036233573,0.00011701749849669356,-0.0006615503630419564,9.590607144771434e-08,5.056719185393273e-08,-1.7953409021682919e-09,-3.6753980909620125e-08,2.3988447055882767e-08,5.6334974848555725e-09
KISM,35.4954141296,23.6541720404,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,92.08999417732406,-72.24906069173964,-39.545008770728415,-41.19262722944376,-0.01102669841733948,0.08162197260253339,-0.04119262722944376,-2.8496661880406493e-06,-1.0612170526781688e-06,7.63670399638527e-07,5.308003726061824e-06,-3.713535103886961e-07,-4.150665986808474e-06
KITH,36.2745242158,23.01516387919997,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,2.3448004368943796,0.5837267537800565,-2.2280905608230395,-0.43927738224582435,-0.0022892906958944556,0.0002535203739315799,-0.00043927738224582436,6.413853691474653e-08,2.4570484958884935e-08,-7.110060850001164e-09,-2.5274413161696748e-08,1.3973766712903482e-08,1.315743568223386e-09
NEAB,36.5092093893,23.06030912630001,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,1.4593627604586596,0.21514393576765736,-1.4252527854851271,-0.22827012722388224,-0.0014076887944576909,0.0003099107510057774,-0.00022827012722388223,3.2758313486943126e-08,6.7057076721566945e-09,-8.090471336086161e-09,-1.2876563847666859e-08,5.789505660011541e-09,-7.0857029810425e-10
PA01,35.2393827075,23.6406990589,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,5.978181082263722,4.5197942972880325,-3.3203761145109683,2.070075124415413,-0.004719587563801926,-0.003029675107865292,0.002070075124415413,1.514314352055187e-06,-2.462217021062149e-06,1.1125810511391732e-06,-1.8095401501385487e-06,-9.090481878431437e-07,1.6196768255592012e-06
RETH,35.3877574853,24.6130793154,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,1.8193756886270522,-1.7975739685485317,-0.18373653878133178,-0.21235962017412632,0.00047266006102615095,0.001744025158877422,-0.00021235962017412632,-6.634411815785727e-10,1.3258903133010056e-08,4.364939626930817e-08,2.769147984653944e-08,-3.785608579070088e-09,-6.451281214256978e-09
SFAK,35.2007208585,24.13770803440002,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,2.7568606909616005,-2.6434780117744676,0.41288402848932826,-0.6647041820634215,0.0013327982421586543,0.002319934926978658,-0.0006647041820634215,7.878228326749551e-08,6.533224483429379e-09,1.7026386987118662e-07,-2.255112279745859e-08,-3.8411230765543097e-08,-9.325062998884017e-09
TUC2,35.5331895144,24.070559825299995,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,10.816213836708137,-10.104127548269162,-3.187676980208322,-2.1761901846012233,0.0006450426366992102,0.01057537696910526,-0.0021761901846012234,-1.3601710727077302e-07,4.116368576395386e-08,2.0959639954399837e-07,3.956181237865046e-07,-4.018834821950539e-08,-1.2171559835682224e-07
VAM0,35.4057111464,24.198751889499988,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,5.679903650289007,-5.553262468348412,-0.5868818973053991,-1.0383405379809214,0.0014422098320790349,0.005394736805814204,-0.0010383405379809213,-1.3590856895217091e-08,6.072879724366734e-08,1.8851241760788994e-07,1.3526392837512092e-07,-3.26180698273964e-08,-4.389343735535882e-08
XRSO,35.3105432001,23.5326980959,2013-10-12T13:11:56.400000Z,6.76,35.37,23.37,15.0,339.0,3.0,130.0,12.996541912322815,-8.555755747906455,2.729956490578449,-9.394492153409775,0.0056147425889806896,0.007009157190259907,-0.009394492153409775,6.218471479883181e-06,-6.379258968071987e-06,6.885148147550199e-06,-7.0239656853733585e-06,-8.897121131788281e-06,8.308322559162297e-06
